feature,persona,test,t-statistic,pvalue,bon,bh,reject
flesch_kincaid_grade,human-explain,t-test,-9.826558987882496,1.5100827264896937e-20,1.0872595630725795e-18,0.18634745003093467,True
sentence_length_mean,human-explain,t-test,-9.800991065965045,1.8519524216841364e-20,1.3334057436125783e-18,0.1954518357498714,True
TTR,human-continue,mannwhitneyu,64528.5,3.647892429806492e-20,2.6264825494606743e-18,,True
rix,human-create,t-test,-9.575088242158875,1.1084333942405625e-19,7.98072043853205e-18,,True
oov_ratio,human-continue,mannwhitneyu,30468.5,1.375164768500017e-19,9.901186333200122e-18,,True
prop_adjacent_dependency_relation_std,human-explain,mannwhitneyu,30465.0,1.4138511862639356e-19,1.0179728541100336e-17,,True
second_order_coherence,continue-create,mannwhitneyu,30251.0,7.574043205088821e-19,5.453311107663951e-17,,True
first_order_coherence,continue-create,mannwhitneyu,30163.0,1.495566105832327e-18,1.0768075961992755e-16,,True
coleman_liau_index,human-continue,t-test,-9.171544818304765,2.542248754403562e-18,1.8304191031705647e-16,,True
lix,human-continue,t-test,-9.14097917024605,3.212029821375484e-18,2.3126614713903486e-16,,True
MTLD,continue-create,t-test,-8.99060317213923,3.2153351342969955e-18,2.3150412966938367e-16,,True
pos_prop_NOUN,human-create,t-test,-9.049725117379777,6.437491658024001e-18,4.634993993777281e-16,,True
duplicate_ngram_chr_fraction_8,explain-create,mannwhitneyu,29107.0,8.520642934905974e-18,6.134862913132302e-16,,True
gunning_fog,human-continue,t-test,-9.009715358743135,8.719508885936498e-18,6.278046397874278e-16,,True
sentence_length_std,human-create,mannwhitneyu,29926.0,9.08280686735665e-18,6.539620944496789e-16,,True
duplicate_ngram_chr_fraction_9,continue-explain,mannwhitneyu,11595.0,1.640506439170781e-17,1.1811646362029624e-15,,True
syllables_per_token_median,human-create,mannwhitneyu,13404.0,2.3000518857052643e-17,1.6560373577077904e-15,,True
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,10501.5,2.447547661006501e-17,1.7622343159246807e-15,,True
pos_prop_NOUN,human-explain,t-test,-8.871531984148051,2.4701892722262288e-17,1.7785362760028846e-15,,True
flesch_reading_ease,human-explain,t-test,8.870095247301274,2.4969431446338798e-17,1.7977990641363937e-15,,True
token_length_mean,human-continue,t-test,-8.840345352689218,3.1201292826966065e-17,2.2464930835415565e-15,,True
duplicate_ngram_chr_fraction_10,continue-explain,mannwhitneyu,12072.0,3.2850516196272206e-17,2.3652371661315988e-15,,True
oov_ratio,continue-explain,mannwhitneyu,10300.5,4.898657106099056e-17,3.52703311639132e-15,,True
coleman_liau_index,human-explain,t-test,-8.742809855966861,6.455540985277386e-17,4.647989509399718e-15,,True
connectives,explain-create,t-test,8.706588969506756,8.445225871873985e-17,6.080562627749269e-15,,True
top_ngram_chr_fraction_4,human-explain,mannwhitneyu,11488.5,2.2979191621826475e-16,1.6545017967715063e-14,,True
pos_prop_VERB,human-continue,mannwhitneyu,10520.0,2.418911012197379e-16,1.7416159287821127e-14,,True
token_length_median,human-create,mannwhitneyu,12479.5,2.675467414776056e-16,1.9263365386387604e-14,,True
n_tokens,human-continue,mannwhitneyu,10542.5,2.8416161656646415e-16,2.0459636392785417e-14,,True
prop_adjacent_dependency_relation_mean,human-create,t-test,-8.539769523465116,2.8831350034969687e-16,2.0758572025178174e-14,,True
n_characters,human-explain,t-test,-8.465508110136874,4.955003194732172e-16,3.567602300207164e-14,,True
sentence_length_mean,explain-create,t-test,8.463100690921555,5.0424901134692235e-16,3.6305928816978407e-14,,True
automated_readability_index,human-continue,t-test,-8.46184976688656,5.088550819567848e-16,3.6637565900888505e-14,,True
pos_prop_ADV,human-create,t-test,8.451780068508185,5.474810194736426e-16,3.941863340210227e-14,,True
n_sentences,continue-explain,mannwhitneyu,29277.5,9.6134578217858e-16,6.921689631685776e-14,,True
prop_adjacent_dependency_relation_std,human-continue,mannwhitneyu,29280.0,1.004922648857806e-15,7.235443071776203e-14,,True
syllables_per_token_mean,human-continue,t-test,-8.353072928172649,1.1181325772873146e-15,8.050554556468666e-14,,True
sentence_length_median,continue-explain,mannwhitneyu,10858.5,1.4233572770497843e-15,1.0248172394758447e-13,,True
proportion_unique_tokens,continue-explain,t-test,8.313309170237519,1.488438838164159e-15,1.0716759634781944e-13,,True
flesch_kincaid_grade,human-continue,t-test,-8.275628058280642,1.950253051647783e-15,1.4041821971864036e-13,,True
MTLD,human-create,t-test,-8.146808076612551,2.189260007320132e-15,1.576267205270495e-13,,True
Yules,continue-explain,mannwhitneyu,61733.0,3.2416508241040733e-15,2.333988593354933e-13,,True
first_order_coherence,explain-create,mannwhitneyu,28997.0,7.168279412867759e-15,5.161161177264786e-13,,True
n_characters,human-create,mannwhitneyu,11021.0,8.10574070780539e-15,5.836133309619881e-13,,True
token_length_median,human-continue,mannwhitneyu,12836.5,9.298300614843548e-15,6.694776442687355e-13,,True
Yules,continue-create,mannwhitneyu,28663.0,1.418135025701644e-14,1.0210572185051837e-12,,True
sentence_length_median,human-create,mannwhitneyu,11185.0,1.9933225538973354e-14,1.4351922388060816e-12,,True
flesch_reading_ease,human-continue,t-test,7.896700908335334,2.8174956778122535e-14,2.0285968880248226e-12,,True
duplicate_ngram_chr_fraction_9,explain-create,mannwhitneyu,27548.0,2.9647256659110585e-14,2.1346024794559622e-12,,True
MTLD,continue-explain,mannwhitneyu,61109.0,3.2657802678433254e-14,2.3513617928471944e-12,,True
second_order_coherence,human-create,mannwhitneyu,11269.0,4.305993827531752e-14,3.1003155558228613e-12,,True
top_ngram_chr_fraction_3,human-explain,mannwhitneyu,11308.0,4.498931169012377e-14,3.2392304416889117e-12,,True
token_length_mean,human-explain,t-test,-7.786094697520526,6.042906631716587e-14,4.350892774835943e-12,,True
pos_prop_ADV,human-explain,t-test,7.774321005058362,6.551288690083536e-14,4.7169278568601454e-12,,True
rix,human-continue,t-test,-7.7383202387070105,8.382272704723107e-14,6.035236347400637e-12,,True
n_stop_words,human-continue,mannwhitneyu,11397.0,1.0002471696183716e-13,7.2017796212522755e-12,,True
duplicate_ngram_chr_fraction_10,explain-create,mannwhitneyu,26983.0,1.9711248677077885e-13,1.4192099047496077e-11,,True
first_order_coherence,human-create,mannwhitneyu,11501.0,1.9712104630056741e-13,1.4192715333640854e-11,,True
pos_prop_NOUN,human-continue,t-test,-7.608509670641955,2.0247641427235514e-13,1.4578301827609568e-11,,True
second_order_coherence,explain-create,mannwhitneyu,28461.0,2.51944678309434e-13,1.8140016838279248e-11,,True
pos_prop_PUNCT,explain-create,mannwhitneyu,11558.5,2.856290091954406e-13,2.0565288662071724e-11,,True
sentence_length_median,human-continue,mannwhitneyu,11723.0,6.108940473616245e-13,4.398437141003696e-11,,True
syllables_per_token_median,human-continue,mannwhitneyu,14177.0,6.215473864561826e-13,4.4751411824845146e-11,,True
prop_adjacent_dependency_relation_mean,explain-create,mannwhitneyu,28272.0,8.404475503215882e-13,6.051222362315435e-11,,True
oov_ratio,human-create,mannwhitneyu,28238.0,1.0409056226615153e-12,7.494520483162911e-11,,True
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,11778.0,1.1508431028642984e-12,8.286070340622948e-11,,True
connectives,continue-create,t-test,7.345501052889317,1.1697794346238354e-12,8.422411929291615e-11,,True
duplicate_ngram_chr_fraction_6,human-continue,mannwhitneyu,12815.0,1.186356296718836e-12,8.541765336375619e-11,,True
proportion_unique_tokens,human-create,mannwhitneyu,28189.0,1.4147090574104423e-12,1.0185905213355184e-10,,True
syllables_per_token_mean,human-explain,t-test,-7.308757922645556,1.4892689289463603e-12,1.0722736288413795e-10,,True
dependency_distance_mean,human-explain,t-test,-7.194538721181478,3.1369755826213656e-12,2.2586224194873832e-10,,True
pos_prop_DET,human-explain,t-test,-7.135564205982723,4.593004811664816e-12,3.3069634643986674e-10,,True
top_ngram_chr_fraction_3,human-continue,mannwhitneyu,12077.0,5.846535484052862e-12,4.2095055485180606e-10,,True
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,12400.0,6.3147246321077035e-12,4.5466017351175465e-10,,True
n_tokens,human-explain,mannwhitneyu,12154.0,1.1527503124367157e-11,8.299802249544353e-10,,True
sentence_length_std,continue-create,mannwhitneyu,12157.0,1.174366736567591e-11,8.455440503286655e-10,,True
pos_prop_VERB,human-explain,mannwhitneyu,12248.0,2.0192238141512854e-11,1.4538411461889254e-09,,True
pos_prop_ADP,continue-explain,mannwhitneyu,12301.0,2.761060356541824e-11,1.9879634567101132e-09,,True
entropy,human-continue,mannwhitneyu,12338.0,3.4309921229360073e-11,2.4703143285139253e-09,,True
perplexity,human-continue,mannwhitneyu,12338.0,3.4309921229360073e-11,2.4703143285139253e-09,,True
per_word_perplexity,human-continue,mannwhitneyu,12369.0,4.112630695634436e-11,2.961094100856794e-09,,True
Yules,human-explain,mannwhitneyu,58812.0,7.748514520117695e-11,5.57893045448474e-09,,True
simpson,human-continue,t-test,-6.66304054602114,8.953628587930649e-11,6.446612583310067e-09,,True
pos_prop_ADP,explain-create,mannwhitneyu,27480.0,9.841991287430862e-11,7.086233726950221e-09,,True
doc_length,human-continue,mannwhitneyu,12553.0,1.1878621920812092e-10,8.552607782984706e-09,,True
shannon,human-continue,t-test,6.576706745520115,1.51515473091148e-10,1.0909114062562656e-08,,True
syllables_per_token_median,human-explain,mannwhitneyu,14717.0,1.6590727517657138e-10,1.194532381271314e-08,,True
pos_prop_SCONJ,continue-explain,t-test,-6.511806961245964,2.2423259498026336e-10,1.614474683857896e-08,,True
TTR,continue-explain,t-test,6.3039389561517964,5.637763041798766e-10,4.0591893900951113e-08,,True
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,13967.0,8.259683635451399e-10,5.946972217525007e-08,,True
proportion_unique_tokens,continue-create,t-test,-6.282836027943987,8.728533970780935e-10,6.284544458962273e-08,,True
pos_prop_ADJ,continue-explain,t-test,6.266553656820956,9.60046491173351e-10,6.912334736448127e-08,,True
sentence_length_median,explain-create,mannwhitneyu,26984.5,1.1848259462719649e-09,8.530746813158147e-08,,True
oov_ratio,explain-create,mannwhitneyu,27001.0,1.4037465809072516e-09,1.0106975382532211e-07,,True
pos_prop_VERB,human-create,mannwhitneyu,13066.5,2.0140475220985136e-09,1.45011421591093e-07,,True
alpha_ratio,continue-create,mannwhitneyu,26925.0,2.1072829608009397e-09,1.5172437317766767e-07,,True
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,13191.5,3.8961014012568594e-09,2.8051930089049387e-07,,True
token_length_median,human-explain,mannwhitneyu,15047.0,5.687123135210438e-09,4.0947286573515153e-07,,True
connectives_cap,continue-create,mannwhitneyu,26687.0,6.101440775602346e-09,4.393037358433689e-07,,True
TTR,human-create,mannwhitneyu,57205.5,8.991562676350903e-09,6.47392512697265e-07,,True
per_word_perplexity,human-explain,mannwhitneyu,13363.0,9.456099868268853e-09,6.808391905153574e-07,,True
pos_prop_PRON,human-explain,mannwhitneyu,26564.0,1.3702218984698829e-08,9.865597668983157e-07,,True
perplexity,human-explain,mannwhitneyu,13458.0,1.5311408918823994e-08,1.1024214421553275e-06,,True
connectives_cap,continue-explain,mannwhitneyu,26505.5,1.573249064573605e-08,1.1327393264929955e-06,,True
TTR,continue-create,mannwhitneyu,33010.0,1.6305300289886676e-08,1.1739816208718406e-06,,True
alpha_ratio,continue-explain,mannwhitneyu,26434.0,2.6271583872992143e-08,1.8915540388554342e-06,,True
sentence_length_std,continue-explain,mannwhitneyu,13610.0,3.265605188305089e-08,2.351235735579664e-06,,True
n_tokens,human-create,mannwhitneyu,13632.5,3.6467644141405214e-08,2.6256703781811753e-06,,True
prop_adjacent_dependency_relation_mean,continue-explain,mannwhitneyu,13663.0,4.235904121356171e-08,3.049850967376443e-06,,True
sentence_length_mean,human-create,mannwhitneyu,13676.0,4.513484923450442e-08,3.249709144884318e-06,,True
prop_adjacent_dependency_relation_std,explain-create,mannwhitneyu,13737.0,6.070316331610942e-08,4.370627758759879e-06,,True
top_ngram_chr_fraction_4,explain-create,mannwhitneyu,25819.5,6.956079164841465e-08,5.008376998685854e-06,,True
entropy,human-explain,t-test,-5.460016265575609,8.397346568676137e-08,6.046089529446818e-06,,True
duplicate_ngram_chr_fraction_7,human-continue,mannwhitneyu,15390.0,1.4178930809057337e-07,1.0208830182521284e-05,,True
shannon,human-create,mannwhitneyu,26066.5,1.5479264569821663e-07,1.1145070490271597e-05,,True
pos_prop_ADJ,human-explain,t-test,-5.331714382075196,1.6342568005356507e-07,1.1766648963856685e-05,,True
sentence_length_mean,human-continue,mannwhitneyu,13972.5,1.8578281215796553e-07,1.3376362475373519e-05,,True
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,15542.0,2.372972485687425e-07,1.708540189694946e-05,,True
pos_prop_PUNCT,continue-create,mannwhitneyu,14061.0,2.7993521903888445e-07,2.015533577079968e-05,,True
n_unique_tokens,human-explain,t-test,5.172753938001232,3.663405352584081e-07,2.6376518538605385e-05,,True
token_length_std,human-create,t-test,-5.157565330491953,3.953040897693698e-07,2.8461894463394625e-05,,True
rix,continue-explain,t-test,-5.091064201954597,5.504156104213171e-07,3.962992395033483e-05,,True
connectives,human-create,t-test,5.067861997161469,6.17293233865701e-07,4.4445112838330475e-05,,True
prop_adjacent_dependency_relation_std,human-create,mannwhitneyu,25675.0,9.194898458751114e-07,6.620326890300802e-05,,True
pos_prop_ADV,continue-create,mannwhitneyu,25606.5,1.2415796352770872e-06,8.939373373995027e-05,,True
simpson,human-create,mannwhitneyu,14396.5,1.2577785005454045e-06,9.056005203926912e-05,,True
dependency_distance_std,continue-create,mannwhitneyu,14399.0,1.2717156089279745e-06,9.156352384281417e-05,,True
top_ngram_chr_fraction_4,human-continue,mannwhitneyu,15425.0,1.8730262489212568e-06,0.0001348578899223305,,True
n_stop_words,continue-create,mannwhitneyu,25482.0,2.1232125373653036e-06,0.00015287130269030187,,True
doc_length,human-explain,mannwhitneyu,14639.0,3.5421453851451e-06,0.0002550344677304472,,True
top_ngram_chr_fraction_3,human-create,mannwhitneyu,14864.0,7.6061309292005e-06,0.000547641426902436,,True
pos_prop_ADV,human-continue,t-test,4.521603471453711,8.108247014536429e-06,0.0005837937850466229,,True
top_ngram_chr_fraction_2,human-create,mannwhitneyu,14893.0,1.0015359896537146e-05,0.0007211059125506746,,True
simpson,human-explain,t-test,-4.402857066105461,1.3745112540854572e-05,0.000989648102941529,,True
n_stop_words,human-explain,t-test,-4.388416916527103,1.4644678014706615e-05,0.0010544168170588764,,True
doc_length,continue-explain,mannwhitneyu,24911.0,2.1629377029194597e-05,0.001557315146102011,,True
token_length_std,human-explain,t-test,-4.29581458282264,2.1900843131070844e-05,0.0015768607054371007,,True
duplicate_ngram_chr_fraction_8,human-create,mannwhitneyu,16819.0,2.6234677736093527e-05,0.0018888967969987339,,True
pos_prop_ADP,human-explain,t-test,-4.245642847974499,2.7156345381057825e-05,0.0019552568674361635,,True
n_sentences,explain-create,mannwhitneyu,15162.0,2.8168178227763245e-05,0.002028108832398954,,True
pos_prop_ADV,continue-explain,t-test,4.133379130566439,4.3611376698038336e-05,0.0031400191222587604,,True
n_sentences,human-continue,mannwhitneyu,15315.5,5.041757903321678e-05,0.0036300656903916085,,True
pos_prop_NOUN,continue-create,mannwhitneyu,15354.0,5.866863955052809e-05,0.004224142047638022,,True
n_tokens,continue-explain,mannwhitneyu,24633.0,6.151090257733122e-05,0.004428784985567848,,True
doc_length,human-create,mannwhitneyu,15375.5,6.346514697302508e-05,0.0045694905820578054,,True
prop_adjacent_dependency_relation_std,continue-create,mannwhitneyu,15426.0,7.627082432592567e-05,0.005491499351466649,,True
token_length_mean,explain-create,t-test,-3.992255780589169,7.793666789311448e-05,0.005611440088304243,,True
dependency_distance_std,continue-explain,mannwhitneyu,15480.0,9.263353251167014e-05,0.00666961434084025,,True
Yules,human-continue,mannwhitneyu,53225.0,0.00010712881727501837,0.007713274843801322,,True
duplicate_ngram_chr_fraction_8,human-continue,mannwhitneyu,17109.0,0.00010980777970772825,0.007906160138956434,,True
top_ngram_chr_fraction_2,explain-create,mannwhitneyu,24407.0,0.00013819321067265998,0.009949911168431518,,True
MTLD,human-explain,mannwhitneyu,53064.0,0.00014585714007190245,0.010501714085176977,,False
token_length_std,human-continue,t-test,-3.8053722301851076,0.0001638613792010037,0.011798019302472266,,False
n_stop_words,continue-explain,t-test,3.7910355195726755,0.00017326355230898443,0.01247497576624688,,False
top_ngram_chr_fraction_3,explain-create,mannwhitneyu,24340.0,0.00017355944216123118,0.012496279835608646,,False
top_ngram_chr_fraction_4,continue-explain,mannwhitneyu,15993.5,0.00026200764299291073,0.01886455029548957,,False
entropy,human-create,mannwhitneyu,15799.0,0.0002799267403871527,0.020154725307874995,,False
perplexity,human-create,mannwhitneyu,15799.0,0.0002799267403871527,0.020154725307874995,,False
per_word_perplexity,human-create,mannwhitneyu,15859.0,0.0003418831128196034,0.024615584123011444,,False
syllables_per_token_mean,explain-create,t-test,-3.611035357886122,0.000343950913007729,0.024764465736556485,,False
duplicate_ngram_chr_fraction_9,human-create,mannwhitneyu,17697.0,0.0004704499497655112,0.03387239638311681,,False
n_stop_words,human-create,mannwhitneyu,15963.5,0.0004812051981072634,0.034646774263722965,,False
n_characters,continue-explain,t-test,3.4988134317202024,0.0005201222287587977,0.03744880047063344,,False
connectives_cap,human-create,mannwhitneyu,23982.5,0.0005335673058092604,0.03841684601826675,,False
shannon,human-explain,t-test,3.472933015363929,0.0005713010969371021,0.04113367897947135,,False
token_length_median,explain-create,mannwhitneyu,17030.5,0.0007216463623231891,0.051958538087269614,,False
connectives_cap,human-explain,mannwhitneyu,23876.0,0.000752158849730012,0.054155437180560866,,False
per_word_perplexity,continue-create,mannwhitneyu,23861.0,0.0008404431754511257,0.06051190863248105,,False
entropy,continue-create,mannwhitneyu,23817.0,0.0009631952608870468,0.06935005878386737,,False
perplexity,continue-create,mannwhitneyu,23817.0,0.0009631952608870468,0.06935005878386737,,False
coleman_liau_index,explain-create,t-test,-3.2535334267851144,0.001237118198487655,0.08907251029111117,,False
shannon,continue-explain,t-test,-3.212458717959814,0.001423112653107852,0.10246411102376533,,False
top_ngram_chr_fraction_4,human-create,mannwhitneyu,17119.5,0.0016521852258074023,0.11895733625813297,,False
n_tokens,continue-create,mannwhitneyu,23629.0,0.0016981284264243081,0.12226524670255018,,False
duplicate_ngram_chr_fraction_9,human-continue,mannwhitneyu,18068.5,0.0025684749584537546,0.18493019700867033,,False
perplexity,continue-explain,mannwhitneyu,23481.0,0.002608688678604085,0.1878255848594941,,False
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,18275.0,0.0030007307393179576,0.21605261323089295,,False
syllables_per_token_std,human-explain,t-test,-2.982837318010345,0.0030316880508285877,0.21828153965965832,,False
token_length_median,continue-explain,mannwhitneyu,22591.0,0.003430684897130431,0.24700931259339104,,False
syllables_per_token_median,explain-create,mannwhitneyu,18700.0,0.0036189010968229914,0.26056087897125535,,False
syllables_per_token_std,human-create,t-test,-2.919165865734816,0.003709082344900193,0.26705392883281387,,False
connectives,human-explain,mannwhitneyu,16679.0,0.004050297853108419,0.2916214454238062,,False
per_word_perplexity,continue-explain,mannwhitneyu,23284.0,0.004510694807955103,0.3247700261727674,,False
n_sentences,continue-create,mannwhitneyu,23262.0,0.004752015682892928,0.3421451291682908,,False
top_ngram_chr_fraction_3,continue-create,mannwhitneyu,23263.0,0.004753298286945122,0.3422374766600488,,False
n_unique_tokens,human-continue,mannwhitneyu,16854.5,0.006521526179041713,0.4695498848910033,,False
rix,explain-create,t-test,2.7182233901139696,0.0068502759840089545,0.4932198708486447,,False
symbol_to_word_ratio_#,human-continue,t-test,2.677648481104954,0.007720972364464517,0.5559100102414453,,False
symbol_to_word_ratio_#,human-explain,t-test,2.677648481104954,0.007720972364464517,0.5559100102414453,,False
pos_prop_PUNCT,continue-explain,mannwhitneyu,23069.5,0.007942200580907444,0.5718384418253359,,False
