feature,persona,test,t-statistic,pvalue,bon,bh,reject
pos_prop_ADJ,human-create,t-test,-15.717501651235366,8.728099143722644e-49,6.284231383480304e-47,2.8933747045898304e-16,True
mtld,explain-create,mannwhitneyu,61207.5,7.905730972741682e-47,5.692126300374012e-45,8.933574888965008e-11,True
duplicate_ngram_chr_fraction_7,continue-explain,mannwhitneyu,42684.0,1.2446420025555531e-46,8.961422418399983e-45,5.64825132923048e-12,True
duplicate_ngram_chr_fraction_7,explain-create,mannwhitneyu,121838.0,1.3334716733012068e-45,9.600996047768689e-44,5.910998015180389e-10,True
pos_prop_CCONJ,human-continue,t-test,-14.830536916658703,3.3701139666895556e-44,2.42648205601648e-42,1.208433467292101e-14,True
second_order_coherence,human-explain,t-test,-14.824359108447005,3.6230516633629457e-44,2.608597197621321e-42,8.976648669763602e-11,True
type_token_ratio,human-create,t-test,-14.576819606440814,7.98287519151271e-44,5.747670137889151e-42,1.12119993544036e-14,True
mean_word_length,human-create,t-test,-14.692036885539277,1.700155765414026e-43,1.2241121510980987e-41,1.7150002454098558e-14,True
mean_word_length,human-explain,t-test,-14.556788856066676,8.188315993958947e-43,5.895587515650442e-41,1.0218324253079277e-08,True
dependency_distance_std,human-continue,mannwhitneyu,127869.0,3.971764372769663e-42,2.8596703483941576e-40,1.8275026557764292e-11,True
proportion_unique_tokens,continue-explain,t-test,13.903099510606513,1.4473628145310086e-39,1.0421012264623263e-37,1.2139218921387393e-05,True
mean_word_length,human-continue,t-test,-13.611203501433785,3.815921268023841e-38,2.7474633129771655e-36,4.696824058936227e-11,True
n_sentences,continue-explain,mannwhitneyu,125356.5,6.430624614276061e-38,4.6300497222787636e-36,1.9719846377691577e-05,True
yules_k,human-explain,mannwhitneyu,69032.0,6.9239234846648095e-37,4.985224908958663e-35,1.2455251725226348e-06,True
prop_adjacent_dependency_relation_mean,human-continue,t-test,-13.229896705427855,2.5684046501590933e-36,1.8492513481145472e-34,2.1200381276656366e-07,True
sentence_length_std,human-explain,mannwhitneyu,123718.0,4.385144991018304e-35,3.1573043935331786e-33,4.546592848954967e-06,True
first_order_coherence,human-explain,mannwhitneyu,41457.0,1.540795473780728e-34,1.109372741122124e-32,4.623014167172144e-06,True
duplicate_ngram_chr_fraction_8,explain-create,mannwhitneyu,113086.0,1.6966234453690475e-34,1.2215688806657142e-32,0.016502511932091807,True
duplicate_ngram_chr_fraction_8,continue-explain,mannwhitneyu,51787.0,3.5867040023491245e-34,2.5824268816913695e-32,0.0032122967593279446,True
token_length_median,human-create,mannwhitneyu,46553.0,6.684388311611477e-34,4.8127595843602634e-32,4.420270247298763e-06,True
yules_k,continue-create,mannwhitneyu,71753.5,1.0275124607969908e-33,7.398089717738334e-32,0.12372816743107187,True
pos_prop_CCONJ,continue-explain,t-test,12.510661794656112,5.845357215663009e-33,4.208657195277366e-31,0.005641297261755131,True
n_unique_tokens,human-create,mannwhitneyu,42493.5,6.717406932973031e-33,4.836532991740583e-31,2.6941260968066555e-05,True
proportion_unique_tokens,human-create,t-test,-12.43094250675689,1.353066962722439e-32,9.742082131601561e-31,3.562475012578933e-05,True
token_length_median,human-explain,mannwhitneyu,47640.5,4.375512478801038e-32,3.1503689847367474e-30,0.00597865292704394,True
pos_prop_ADJ,human-continue,mannwhitneyu,43516.5,2.5582405118339244e-31,1.8419331685204255e-29,0.0016588789927192132,True
yules_k,continue-explain,mannwhitneyu,181979.5,3.8022099309879514e-31,2.737591150311325e-29,0.04173107073313423,True
token_length_median,human-continue,mannwhitneyu,48744.0,2.9534932543233366e-30,2.1265151431128024e-28,0.00964361336865881,True
pos_prop_AUX,continue-create,t-test,11.735896242195723,1.7467209465407634e-29,1.2576390815093496e-27,0.43261818951110953,True
top_ngram_chr_fraction_4,human-create,mannwhitneyu,113126.0,4.350064560498651e-28,3.132046483559029e-26,0.004330962322381137,True
n_tokens,continue-explain,mannwhitneyu,118837.5,1.1739710563289477e-27,8.452591605568423e-26,0.14225590940218732,True
dependency_distance_mean,continue-explain,t-test,-11.256942285731435,2.0572865389811466e-27,1.4812463080664255e-25,0.23951860892143043,True
pos_prop_CCONJ,continue-create,t-test,11.051132527302885,1.5287573491384662e-26,1.1007052913796958e-24,0.6020137471089265,True
n_characters,explain-create,mannwhitneyu,46807.5,1.6358243397766605e-26,1.1777935246391956e-24,0.7743475805895823,True
n_tokens,explain-create,mannwhitneyu,47176.5,5.311653908600161e-26,3.8243908141921154e-24,0.8753485240402566,True
type_token_ratio,continue-create,t-test,-10.806784209821643,7.771634347286702e-26,5.5955767300464254e-24,0.6290933940634149,True
mtld,continue-create,mannwhitneyu,79182.5,8.253727349696462e-26,5.942683691781453e-24,0.7918501754221352,True
connectives,human-continue,mannwhitneyu,47438.5,1.1266224257754703e-25,8.111681465583386e-24,0.2492417861208058,True
n_stop_words,continue-explain,mannwhitneyu,117284.0,1.7409294414942578e-25,1.2534691978758657e-23,0.8617587270538137,True
pos_prop_VERB,human-continue,mannwhitneyu,47660.5,2.461696878285747e-25,1.772421752365738e-23,0.42373520515443414,True
doc_length,explain-create,mannwhitneyu,47882.0,4.913824286353967e-25,3.537953486174856e-23,1.1159868860995215,True
pos_prop_NOUN,human-create,mannwhitneyu,48529.0,3.641486046160709e-24,2.6218699532357104e-22,,True
pos_prop_ADP,continue-explain,t-test,-10.401293296924377,7.200543274951386e-24,5.184391157964998e-22,,True
sentence_length_std,human-continue,mannwhitneyu,115827.0,1.5684279701699378e-23,1.1292681385223552e-21,,True
doc_length,continue-explain,mannwhitneyu,115415.0,5.392830355234877e-23,3.882837855769111e-21,,True
n_sentences,explain-create,mannwhitneyu,49669.5,9.532388614750304e-23,6.863319802620219e-21,,True
type_token_ratio,continue-explain,t-test,10.053048884590094,1.0003617946370523e-22,7.202604921386776e-21,,True
pos_prop_ADV,continue-explain,t-test,10.104100439512955,1.0953637644447323e-22,7.886619104002073e-21,,True
n_characters,continue-explain,t-test,9.938394543444158,4.8689747264477e-22,3.5056618030423435e-20,,True
pos_prop_VERB,human-create,mannwhitneyu,50372.5,8.882135172131355e-22,6.395137323934576e-20,,True
alpha_ratio,continue-explain,mannwhitneyu,114446.0,9.344228643895522e-22,6.727844623604776e-20,,True
duplicate_ngram_chr_fraction_5,human-explain,mannwhitneyu,50837.5,1.3044082083160504e-21,9.391739099875563e-20,,True
n_characters,human-create,mannwhitneyu,50579.5,1.6157645107583976e-21,1.1633504477460463e-19,,True
oov_ratio,continue-explain,mannwhitneyu,50780.5,2.8785048068603817e-21,2.0725234609394748e-19,,True
pos_prop_VERB,human-explain,mannwhitneyu,50902.0,4.073823452337266e-21,2.9331528856828314e-19,,True
n_unique_tokens,human-continue,mannwhitneyu,51305.0,1.2734040398206353e-20,9.168509086708574e-19,,True
prop_adjacent_dependency_relation_mean,explain-create,t-test,9.540974415773642,1.613255339509278e-20,1.1615438444466802e-18,,True
entropy,continue-explain,mannwhitneyu,113259.0,2.7392547810635814e-20,1.9722634423657787e-18,,True
perplexity,continue-explain,mannwhitneyu,113259.0,2.7392547810635814e-20,1.9722634423657787e-18,,True
duplicate_ngram_chr_fraction_9,continue-explain,mannwhitneyu,63175.5,3.5874617027071444e-20,2.5829724259491438e-18,,True
duplicate_ngram_chr_fraction_9,explain-create,mannwhitneyu,101642.5,3.8864475948428823e-20,2.798242268286875e-18,,True
connectives_cap,human-continue,mannwhitneyu,51956.5,4.960086186590667e-20,3.57126205434528e-18,,True
proportion_unique_tokens,continue-create,t-test,-9.398392893724093,5.512990910615688e-20,3.969353455643295e-18,,True
sentence_length_mean,continue-explain,t-test,-9.3759903749133,6.678355571621703e-20,4.8084160115676264e-18,,True
top_ngram_chr_fraction_4,human-continue,mannwhitneyu,108792.0,7.715775846818114e-20,5.555358609709042e-18,,True
type_token_ratio,human-continue,t-test,-9.310224003110829,7.722638355796532e-20,5.560299616173503e-18,,True
first_order_coherence,human-continue,mannwhitneyu,51974.0,8.245335670998841e-20,5.936641683119166e-18,,True
dependency_distance_mean,explain-create,mannwhitneyu,112810.0,9.515780925461165e-20,6.851362266332039e-18,,True
prop_adjacent_dependency_relation_mean,human-create,t-test,-9.307719039883144,1.1953920324064561e-19,8.606822633326483e-18,,True
pos_prop_ADV,continue-create,t-test,9.28581253663401,1.4399026311238321e-19,1.0367298944091592e-17,,True
second_order_coherence,human-continue,t-test,-9.260781611117386,1.7803280991635386e-19,1.2818362313977477e-17,,True
per_word_perplexity,continue-explain,mannwhitneyu,112557.0,1.904423638185863e-19,1.3711850194938213e-17,,True
pos_prop_DET,human-create,t-test,-9.171622134176676,3.77749333001579e-19,2.719795197611369e-17,,True
pos_prop_NOUN,human-explain,mannwhitneyu,52579.0,4.303938657149249e-19,3.098835833147459e-17,,True
pos_prop_ADV,human-continue,mannwhitneyu,52589.0,4.421845622845446e-19,3.183728848448721e-17,,True
pos_prop_ADJ,human-explain,t-test,-9.098217131272506,6.987227650738865e-19,5.030803908531983e-17,,True
top_ngram_chr_fraction_3,human-create,mannwhitneyu,111289.5,8.425431948220507e-19,6.066311002718765e-17,,True
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,110076.5,9.3050423192363e-19,6.699630469850136e-17,,True
syllables_per_token_median,human-explain,mannwhitneyu,66994.0,2.162782706049021e-18,1.5572035483552953e-16,,True
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,111347.0,4.862225884440027e-18,3.5008026367968194e-16,,True
duplicate_ngram_chr_fraction_7,human-continue,mannwhitneyu,103083.5,6.850038472577778e-18,4.932027700256e-16,,True
sentence_length_std,human-create,mannwhitneyu,111173.0,7.665679880409706e-18,5.519289513894989e-16,,True
token_length_mean,human-create,mannwhitneyu,53672.5,7.857991494386863e-18,5.657753875958541e-16,,True
duplicate_ngram_chr_fraction_6,human-explain,mannwhitneyu,55277.0,1.5338078130032977e-17,1.1043416253623743e-15,,True
per_word_perplexity,human-explain,mannwhitneyu,110871.0,1.6786064008171e-17,1.2085966085883119e-15,,True
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,109128.0,1.6871948952165295e-17,1.2147803245559012e-15,,True
syllables_per_token_median,human-create,mannwhitneyu,67402.0,3.487053908233255e-17,2.5106788139279438e-15,,True
duplicate_ngram_chr_fraction_8,human-create,mannwhitneyu,100627.0,5.400999587068383e-17,3.888719702689235e-15,,True
pos_prop_SCONJ,explain-create,t-test,8.554402901355907,5.883004302928544e-17,4.235763098108552e-15,,True
duplicate_ngram_chr_fraction_6,human-continue,mannwhitneyu,104873.5,7.9760917486676e-17,5.742786059040672e-15,,True
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,102475.5,9.644582348632767e-17,6.9440992910155924e-15,,True
top_ngram_chr_fraction_4,human-explain,mannwhitneyu,106339.5,1.0962818683311945e-16,7.8932294519846e-15,,True
connectives_cap,human-create,mannwhitneyu,54929.0,1.2384401423510649e-16,8.916769024927666e-15,,True
duplicate_ngram_chr_fraction_8,human-continue,mannwhitneyu,100448.5,1.6396094227454701e-16,1.1805187843767384e-14,,True
top_ngram_chr_fraction_2,human-create,mannwhitneyu,109950.5,1.7413566263110575e-16,1.2537767709439614e-14,,True
coleman_liau_index,human-create,mannwhitneyu,54923.0,1.912442041734478e-16,1.3769582700488242e-14,,True
entropy,human-explain,mannwhitneyu,109909.0,1.9316405455506275e-16,1.3907811927964518e-14,,True
perplexity,human-explain,mannwhitneyu,109909.0,1.9316405455506275e-16,1.3907811927964518e-14,,True
pos_prop_CCONJ,human-create,mannwhitneyu,54978.5,2.1963994123051542e-16,1.581407576859711e-14,,True
duplicate_ngram_chr_fraction_10,explain-create,mannwhitneyu,97473.5,2.6929230080297157e-16,1.9389045657813954e-14,,True
top_ngram_chr_fraction_3,human-continue,mannwhitneyu,108791.0,8.91875345758452e-16,6.421502489460855e-14,,True
pos_prop_ADJ,explain-create,t-test,-8.036544436940176,3.260847875289177e-15,2.3478104702082076e-13,,True
duplicate_ngram_chr_fraction_9,human-continue,mannwhitneyu,97788.5,3.955910993709572e-15,2.848255915470892e-13,,True
duplicate_ngram_chr_fraction_9,human-create,mannwhitneyu,97759.5,4.452157713292118e-15,3.205553553570325e-13,,True
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,96547.5,4.671666397668166e-15,3.36359980632108e-13,,True
syllables_per_token_median,human-continue,mannwhitneyu,68178.0,4.699463483913726e-15,3.3836137084178827e-13,,True
coleman_liau_index,human-explain,t-test,-7.978886280302577,5.034382395056768e-15,3.624755324440873e-13,,True
duplicate_ngram_chr_fraction_10,continue-explain,mannwhitneyu,67862.0,6.011327291564881e-15,4.3281556499267145e-13,,True
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,103612.5,7.384028834403546e-15,5.316500760770553e-13,,True
n_stop_words,explain-create,mannwhitneyu,56635.5,1.206244477954371e-14,8.684960241271471e-13,,True
token_length_mean,human-explain,t-test,-7.680347806770493,4.5765255309641795e-14,3.2950983822942093e-12,,True
n_characters,human-continue,t-test,-7.600424131882876,8.165875932802609e-14,5.879430671617878e-12,,True
second_order_coherence,human-create,t-test,-7.588698779622199,8.886075594928493e-14,6.397974428348515e-12,,True
connectives,human-create,mannwhitneyu,57583.0,1.0249439466423004e-13,7.379596415824562e-12,,True
duplicate_ngram_chr_fraction_10,human-continue,mannwhitneyu,95994.0,1.193048222986359e-13,8.589947205501783e-12,,True
prop_adjacent_dependency_relation_std,human-explain,mannwhitneyu,106957.0,2.090222427207914e-13,1.5049601475896983e-11,,True
sentence_length_std,explain-create,mannwhitneyu,58482.0,7.924570279273444e-13,5.705690601076879e-11,,True
dependency_distance_mean,human-continue,t-test,7.2766324994010665,8.09420397132134e-13,5.827826859351366e-11,,True
duplicate_ngram_chr_fraction_7,human-explain,mannwhitneyu,60813.0,1.230397163633922e-12,8.858859578164238e-11,,True
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,106045.0,1.5494614247872748e-12,1.1156122258468378e-10,,True
connectives_cap,continue-explain,mannwhitneyu,105752.0,2.039646313333229e-12,1.468545345599925e-10,,True
second_order_coherence,explain-create,t-test,7.130664458687059,2.214622047160469e-12,1.5945278739555378e-10,,True
token_length_mean,human-continue,mannwhitneyu,59012.5,2.4927714732476584e-12,1.794795460738314e-10,,True
oov_ratio,explain-create,mannwhitneyu,105582.5,4.1612918368998116e-12,2.9961301225678645e-10,,True
connectives,human-explain,mannwhitneyu,59418.5,5.659230425171035e-12,4.074645906123145e-10,,True
pos_prop_AUX,human-continue,t-test,-6.933767926791218,8.3760538389753e-12,6.030758764062216e-10,,True
sentence_length_median,continue-explain,mannwhitneyu,59766.5,9.580625386669727e-12,6.898050278402204e-10,,True
pos_prop_ADP,explain-create,t-test,6.904598200565349,1.0173281052614992e-11,7.324762357882795e-10,,True
pos_prop_NOUN,human-continue,mannwhitneyu,59708.5,1.0798473039438611e-11,7.7749005883958e-10,,True
lix,human-explain,mannwhitneyu,59863.0,1.4865900518612754e-11,1.0703448373401183e-09,,True
coleman_liau_index,human-continue,mannwhitneyu,60072.0,2.283178361982888e-11,1.6438884206276793e-09,,True
first_order_coherence,explain-create,t-test,6.735232701533288,3.1019357253350723e-11,2.233393722241252e-09,,True
automated_readability_index,human-explain,t-test,-6.711669700487683,3.6155946030992286e-11,2.6032281142314445e-09,,True
first_order_coherence,human-create,t-test,-6.661474446515273,5.003534403766787e-11,3.6025447707120865e-09,,True
entropy,explain-create,t-test,-6.570838162712422,8.948587374038378e-11,6.442982909307633e-09,,True
pos_prop_DET,continue-create,t-test,-6.443902918404237,1.9968987792414876e-10,1.437767121053871e-08,,True
perplexity,explain-create,mannwhitneyu,61212.0,2.2166242556926455e-10,1.5959694640987048e-08,,True
syllables_per_token_mean,human-create,mannwhitneyu,61405.0,3.220463963966803e-10,2.3187340540560982e-08,,True
sentence_length_median,human-explain,mannwhitneyu,61939.5,8.067218449289184e-10,5.8083972834882124e-08,,True
pos_prop_DET,human-explain,t-test,-6.198143118532179,9.091302003715299e-10,6.545737442675015e-08,,True
pos_prop_PART,continue-create,t-test,6.174533883185403,1.0488196299773077e-09,7.551501335836615e-08,,True
n_stop_words,human-continue,mannwhitneyu,62361.5,1.952609097035012e-09,1.4058785498652087e-07,,True
rix,continue-explain,t-test,-6.030929988684501,2.476611539834452e-09,1.7831603086808052e-07,,True
per_word_perplexity,explain-create,mannwhitneyu,62602.0,3.036999318697506e-09,2.1866395094622043e-07,,True
prop_adjacent_dependency_relation_std,continue-explain,mannwhitneyu,102047.0,4.26359838789307e-09,3.06979083928301e-07,,True
pos_prop_CCONJ,human-explain,mannwhitneyu,62824.0,4.541477445813012e-09,3.2698637609853685e-07,,True
sentence_length_mean,explain-create,mannwhitneyu,101983.0,4.78496333820488e-09,3.445173603507514e-07,,True
lix,human-create,mannwhitneyu,62862.0,4.863297799877622e-09,3.501574415911888e-07,,True
rix,human-explain,t-test,-5.91327977873199,4.9420049986422885e-09,3.558243599022448e-07,,True
syllables_per_token_mean,human-explain,t-test,-5.896222322716624,5.457323685321431e-09,3.9292730534314303e-07,,True
entropy,human-create,t-test,5.862448734446049,6.636702413901633e-09,4.778425738009176e-07,,True
dependency_distance_mean,human-create,t-test,5.793243491499371,9.879735270078976e-09,7.113409394456863e-07,,True
pos_prop_AUX,continue-explain,t-test,5.762767817296712,1.1756345227895419e-08,8.464568564084702e-07,,True
pos_prop_PRON,explain-create,mannwhitneyu,63380.0,1.2209131482670471e-08,8.790574667522739e-07,,True
connectives_cap,explain-create,mannwhitneyu,63843.5,2.078634861536845e-08,1.4966171003065285e-06,,True
pos_prop_PUNCT,continue-create,mannwhitneyu,63788.0,2.4797147036823206e-08,1.7853945866512709e-06,,True
automated_readability_index,human-create,mannwhitneyu,64016.0,3.661196832103322e-08,2.636061719114392e-06,,True
gunning_fog,human-explain,mannwhitneyu,64068.0,3.998902457364808e-08,2.879209769302662e-06,,True
pos_prop_PRON,human-create,mannwhitneyu,64260.0,5.527561233309083e-08,3.9798440879825395e-06,,True
shannon_entropy,continue-create,mannwhitneyu,64308.0,5.990561393155494e-08,4.313204203071956e-06,,True
pos_prop_PRON,human-continue,mannwhitneyu,64463.0,7.756570124517336e-08,5.584730489652482e-06,,True
pos_prop_AUX,explain-create,t-test,5.375437660610693,9.997847873316619e-08,7.198450468787965e-06,,True
alpha_ratio,explain-create,t-test,-5.36111308042046,1.0794577151230666e-07,7.772095548886079e-06,,True
oov_ratio,human-continue,mannwhitneyu,100151.0,1.1189090118235304e-07,8.056144885129419e-06,,True
n_tokens,human-create,mannwhitneyu,64788.0,1.3238917602949947e-07,9.532020674123962e-06,,True
connectives,continue-explain,mannwhitneyu,99883.5,1.6763943610887926e-07,1.2070039399839307e-05,,True
per_word_perplexity,human-create,mannwhitneyu,99770.0,2.0775779742394812e-07,1.4958561414524265e-05,,True
n_tokens,human-continue,mannwhitneyu,65349.5,3.264818180758155e-07,2.3506690901458716e-05,,True
pos_prop_ADP,human-explain,t-test,-5.1021344249589955,4.186370005783676e-07,3.014186404164247e-05,,True
top_ngram_chr_fraction_3,explain-create,mannwhitneyu,98596.0,5.201259555497814e-07,3.744906879958426e-05,,True
duplicate_ngram_chr_fraction_8,human-explain,mannwhitneyu,68235.0,6.400615469907984e-07,4.6084431383337486e-05,,True
n_unique_tokens,continue-create,mannwhitneyu,65850.5,7.128654444311703e-07,5.132631199904426e-05,,True
n_sentences,human-explain,mannwhitneyu,98870.0,8.271835258086428e-07,5.955721385822228e-05,,True
prop_adjacent_dependency_relation_mean,continue-create,t-test,4.957586141275276,8.695616627575377e-07,6.260843971854271e-05,,True
syllables_per_token_mean,human-continue,mannwhitneyu,66117.5,1.0737987838571134e-06,7.731351243771216e-05,,True
sentence_length_median,explain-create,mannwhitneyu,98628.0,1.1041961054815561e-06,7.950211959467204e-05,,True
pos_prop_ADJ,continue-explain,t-test,4.772086050476464,2.1627799482168756e-06,0.00015572015627161504,,True
flesch_reading_ease,human-explain,t-test,4.745130245607431,2.4627377931839408e-06,0.00017731712110924372,,True
proportion_unique_tokens,human-explain,t-test,4.7363875214787745,2.5683412039845247e-06,0.00018492056668688577,,True
gunning_fog,human-create,mannwhitneyu,66721.0,2.6398836199145392e-06,0.00019007162063384682,,True
prop_adjacent_dependency_relation_std,human-create,mannwhitneyu,98104.0,2.6827401551570427e-06,0.00019315729117130707,,True
mtld,continue-explain,mannwhitneyu,149825.5,2.723583955907227e-06,0.00019609804482532034,,True
proportion_unique_tokens,human-continue,mannwhitneyu,66754.5,2.7724686589769455e-06,0.00019961774344634008,,True
perplexity,human-create,mannwhitneyu,97927.0,3.4713007308404587e-06,0.000249933652620513,,True
simpson_diversity,continue-create,mannwhitneyu,97804.0,4.145450054753566e-06,0.00029847240394225674,,True
flesch_kincaid_grade,human-explain,mannwhitneyu,67212.5,5.366101702981868e-06,0.00038635932261469447,,True
top_ngram_chr_fraction_3,human-explain,mannwhitneyu,97480.0,5.37934150198747e-06,0.00038731258814309787,,True
shannon_entropy,continue-explain,mannwhitneyu,67259.0,5.732408935099603e-06,0.0004127334433271714,,True
doc_length,human-explain,mannwhitneyu,97548.0,5.97132770651798e-06,0.0004299355948692946,,True
sentence_length_std,continue-explain,mannwhitneyu,97210.0,9.590531857926647e-06,0.0006905182937707186,,True
pos_prop_PRON,continue-explain,mannwhitneyu,97190.0,9.859923188845789e-06,0.0007099144695968968,,True
connectives,continue-create,mannwhitneyu,96966.5,1.310989069216361e-05,0.0009439121298357799,,True
rix,human-create,mannwhitneyu,68053.5,1.7212472285153633e-05,0.0012392980045310615,,True
lix,human-continue,mannwhitneyu,68159.0,1.983764249199718e-05,0.001428310259423797,,True
flesch_kincaid_grade,human-create,mannwhitneyu,68278.0,2.325504522100137e-05,0.0016743632559120985,,True
top_ngram_chr_fraction_2,explain-create,mannwhitneyu,96137.0,4.041028855763543e-05,0.0029095407761497508,,True
n_stop_words,human-create,mannwhitneyu,69209.5,7.735461843350336e-05,0.005569532527212242,,True
top_ngram_chr_fraction_2,continue-explain,mannwhitneyu,69242.5,8.064186488753277e-05,0.00580621427190236,,True
pos_prop_NOUN,continue-create,mannwhitneyu,69374.0,9.495468375115795e-05,0.006836737230083372,,True
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,69740.5,9.519896802398136e-05,0.006854325697726658,,True
pos_prop_ADP,continue-create,t-test,-3.9175107200112462,9.701390737796617e-05,0.006985001331213564,,True
simpson_diversity,human-create,t-test,3.912143024324787,9.915508667341432e-05,0.007139166240485831,,True
simpson_diversity,continue-explain,mannwhitneyu,95410.0,0.00010125132857897396,0.007290095657686125,,True
flesch_reading_ease,human-create,mannwhitneyu,95346.0,0.00010954189103097253,0.007887016154230021,,True
pos_prop_DET,human-continue,t-test,-3.8590101430378425,0.00012290213701763233,0.008848953865269528,,True
automated_readability_index,human-continue,mannwhitneyu,69631.0,0.000130121061459531,0.009368716425086233,,True
per_word_perplexity,human-continue,mannwhitneyu,95171.0,0.0001356021780295448,0.009763356818127225,,True
prop_adjacent_dependency_relation_mean,continue-explain,t-test,-3.8315888716864643,0.00013716776808994204,0.009876079302475827,,True
sentence_length_mean,human-explain,mannwhitneyu,69688.5,0.0001395150384093851,0.010045082765475727,,False
pos_prop_PUNCT,continue-explain,mannwhitneyu,69834.5,0.00016632488236377704,0.011975391530191948,,False
simpson_diversity,human-explain,t-test,3.7483758812840913,0.00019062899647295212,0.013725287746052552,,False
shannon_entropy,human-create,mannwhitneyu,70173.0,0.0002482666291965003,0.017875197302148024,,False
connectives_cap,human-explain,mannwhitneyu,70906.0,0.0005196792185304786,0.037416903734194464,,False
entropy,human-continue,mannwhitneyu,93915.0,0.0005812628782565717,0.04185092723447316,,False
perplexity,human-continue,mannwhitneyu,93915.0,0.0005812628782565717,0.04185092723447316,,False
prop_adjacent_dependency_relation_std,explain-create,mannwhitneyu,70961.0,0.0006075071081942353,0.04374051178998494,,False
sentence_length_median,human-create,mannwhitneyu,71367.5,0.0009221646246544471,0.0663958529751202,,False
gunning_fog,human-continue,mannwhitneyu,71413.0,0.000991300866758004,0.07137366240657629,,False
sentence_length_mean,continue-create,t-test,-3.298966397324035,0.0010127825451975018,0.07292034325422013,,False
n_sentences,human-continue,mannwhitneyu,71545.5,0.0011289593144894645,0.08128507064324145,,False
alpha_ratio,continue-create,t-test,3.2150287282131553,0.0013560106854185296,0.09763276935013412,,False
rix,continue-create,t-test,-3.1714182220888767,0.0015740983608402142,0.11333508198049543,,False
automated_readability_index,continue-explain,t-test,-3.1198025109638876,0.0018738397762746342,0.13491646389177367,,False
dependency_distance_std,continue-explain,mannwhitneyu,92627.0,0.0022521874262408912,0.16215749468934418,,False
shannon_entropy,human-explain,mannwhitneyu,72253.0,0.0023530666089689053,0.16942079584576117,,False
